logFC	logCPM	F	PValue	FDR
Zm00001eb020280	0.45699561745981	5.18417789442654	57.9652581082406	2.33407705673898e-08	1.42536038418477e-07
Zm00001eb404070	0.390490851805859	5.95368860624548	57.9635137504638	2.33476096214028e-08	1.42536038418477e-07
Zm00001eb039420	0.336696472874481	7.14127980059674	57.9634281540399	2.33479452720716e-08	1.42536038418477e-07
Zm00001eb286220	0.386044362855719	6.06792744402566	57.9561398806595	2.33765438489291e-08	1.42675753330157e-07
Zm00001eb326680	0.721638298823171	3.88487860732363	57.9353421641913	2.34583586927923e-08	1.4314011931407e-07
Zm00001eb131240	2.25219610583692	0.42228523449207	57.9337232786835	2.34647399694254e-08	1.43144084205276e-07
Zm00001eb431530	-0.805556935246018	3.55404905038159	57.9059563119162	2.35744807127197e-08	1.43778426324829e-07
Zm00001eb152390	-5.08570997913782	-0.811938989686808	57.8919802284747	2.36299247727261e-08	1.4408138945284e-07
Zm00001eb218850	0.472515463182886	5.02105941847203	57.8325993102879	2.38670538201745e-08	1.45491742533283e-07
Zm00001eb005310	0.728246409672678	3.77248365268088	57.822905540861	2.39060057011711e-08	1.45693629181735e-07
Zm00001eb004210	-0.683149856316182	3.92011430975066	57.8119590647013	2.39500730696618e-08	1.45926585731838e-07
Zm00001eb409500	0.322931979637815	7.48305064367462	57.8088862861395	2.39624588157904e-08	1.45966441201065e-07
Zm00001eb407440	0.539013051695596	4.52882199654598	57.799696860795	2.3999540447733e-08	1.46156674635974e-07
Zm00001eb251490	0.480418318150069	5.25169595283374	57.7959743325013	2.40145792560369e-08	1.46212607732697e-07
Zm00001eb025840	0.374048901552197	6.40865344892613	57.7932109465583	2.40257497050174e-08	1.4624496682496e-07
Zm00001eb327290	0.394143154211598	5.82482047160718	57.7906884918389	2.40359510916377e-08	1.4627141289319e-07
Zm00001eb159820	0.417456036719896	5.76915672640825	57.7733925798378	2.4106024733074e-08	1.46662111500249e-07
Zm00001eb303350	-2.19501518909661	0.552858215905511	57.7702705916697	2.4118696612903e-08	1.4670347002125e-07
Zm00001eb043470	0.353045671504335	6.6167106939668	57.7528905245806	2.41893712469487e-08	1.47097527853066e-07
Zm00001eb360020	-1.60282678548512	1.30641168775625	57.7105651292717	2.43624128821332e-08	1.48113744335754e-07
Zm00001eb077140	0.421596496403263	5.54757385245761	57.6962198836588	2.44213617020815e-08	1.48431003194296e-07
Zm00001eb108420	0.500671099142605	5.04004776757288	57.6939368469296	2.44307574423481e-08	1.48431003194296e-07
Zm00001eb077390	0.529391811949241	4.81871549288556	57.6935313646677	2.44324265918619e-08	1.48431003194296e-07
Zm00001eb251890	1.50430835423006	1.42538924498481	57.6818920737119	2.44803912845565e-08	1.48686228679912e-07
Zm00001eb067490	0.56061994846011	4.62208321836817	57.6603443934247	2.45694539436055e-08	1.49190885543775e-07
Zm00001eb243050	0.475939718384296	5.08842180192304	57.6349861637033	2.46747111188451e-08	1.4979360967262e-07
Zm00001eb355900	-0.757044056475405	3.45138061625153	57.6329719034093	2.46830925951066e-08	1.49808077172002e-07
Zm00001eb398620	-0.954096583646312	2.89393331386918	57.6182291077269	2.47445312351888e-08	1.5014447706483e-07
Zm00001eb163440	-1.3311729740258	1.81855708908529	57.6081874738747	2.47864721059888e-08	1.50362434016777e-07
Zm00001eb252200	-1.69600504795672	1.6941185123256	57.6032054257648	2.48073088487623e-08	1.5045229201016e-07
Zm00001eb267790	0.451904876687799	5.18268652868559	57.584845141519	2.48842602600297e-08	1.50878155141899e-07
Zm00001eb131900	-0.489603109342741	4.94218030668144	57.5835710766607	2.48896095769619e-08	1.50878155141899e-07
Zm00001eb030090	0.427167850855718	5.55840783692888	57.5798805079871	2.49051118276743e-08	1.50935493301666e-07
Zm00001eb221690	0.358397423203461	6.97306034591915	57.5777401424255	2.49141071774434e-08	1.50953378640623e-07
Zm00001eb039550	0.314214033035089	9.96934864871732	57.576138784731	2.49208395039944e-08	1.50957547080345e-07
Zm00001eb259060	0.352923081126857	6.51022316781193	57.5103727604479	2.51990178700875e-08	1.5260559439996e-07
Zm00001eb398630	0.606529319748678	4.13723829924752	57.4875277871795	2.52964241712945e-08	1.53158349982565e-07
Zm00001eb302240	-2.37238453401149	0.421367743798055	57.4734329324785	2.53567227158099e-08	1.53486221480212e-07
Zm00001eb321280	-0.552840213422334	4.43958622903945	57.4681253897065	2.53794685237753e-08	1.53586679520545e-07
Zm00001eb386030	-0.579305028203046	4.40512102592245	57.4600349181005	2.54141827740731e-08	1.53759499705057e-07
Zm00001eb111910	0.323805520562064	7.71244280648862	57.4545934540477	2.54375593586257e-08	1.5386365826633e-07
Zm00001eb076230	0.425355449740079	5.45052927233677	57.4462218486991	2.54735688107943e-08	1.54044160060433e-07
Zm00001eb225470	0.377031695090934	6.02004268110979	57.4412399330023	2.54950238126552e-08	1.54136581873896e-07
Zm00001eb258560	-0.400913226595475	6.21450875161231	57.4322429346128	2.55338190943885e-08	1.54333768606571e-07
Zm00001eb275250	-0.956350637003065	2.84468529833706	57.4256800797836	2.5562158141226e-08	1.54437938437056e-07
Zm00001eb354360	0.766084871341552	3.37368742837066	57.425387822146	2.55634209208725e-08	1.54437938437056e-07
Zm00001eb309580	-0.845314986734528	3.45523291437042	57.3639267841464	2.58304695381958e-08	1.56013537295391e-07
Zm00001eb015710	0.51164248587529	4.70632051741129	57.3502980247436	2.58900900993627e-08	1.56335831777462e-07
Zm00001eb032600	-3.07601557771198	-0.240816221656387	57.333659847826	2.59630754347673e-08	1.56738653367975e-07
Zm00001eb077840	0.330024199573551	7.39345881192956	57.3309447320974	2.59750064971857e-08	1.56772785709815e-07
Zm00001eb168930	-2.62196049562605	0.0847954774339877	57.3186854571498	2.60289506751304e-08	1.57060411478952e-07
Zm00001eb187430	0.32102408398371	9.08932592706849	57.2816815164679	2.61925066435802e-08	1.58009143338989e-07
Zm00001eb188530	0.424220838356461	5.52569323008575	57.2722092862435	2.62345501180874e-08	1.58224556676946e-07
Zm00001eb265240	0.341567349235153	6.93352975665805	57.2528957312338	2.63204992849155e-08	1.58704603969282e-07
Zm00001eb057540	0.349863492730563	6.52302290027752	57.218929747972	2.64723866198293e-08	1.59581910651759e-07
Zm00001eb389440	-1.28560780382573	2.5576221253049	57.2119571841884	2.65036820714341e-08	1.5973201248409e-07
Zm00001eb223270	0.424252260453058	5.5263941234716	57.1912863483491	2.65966933802809e-08	1.60253900403502e-07
Zm00001eb427110	0.595498144342402	4.36465216759831	57.1850598299411	2.66247788884926e-08	1.60384431437555e-07
Zm00001eb326020	0.458884427143338	5.19181592116038	57.1746303503494	2.66718935300178e-08	1.60629501063948e-07
Zm00001eb036910	-0.718681475056627	3.73608146053643	57.1475621912526	2.67945893888885e-08	1.61302107176951e-07
Zm00001eb146610	0.390100059007266	5.76226275339217	57.1471430135389	2.6796494201288e-08	1.61302107176951e-07
Zm00001eb016560	-0.412066026870957	5.63360630581672	57.1405970254241	2.68262590580764e-08	1.61442366259146e-07
Zm00001eb432510	-0.488118779836859	4.89711067264762	57.1341559931286	2.68555812192314e-08	1.61579894230379e-07
Zm00001eb138270	0.539648997390001	4.56414993682531	57.1212077840406	2.69146305027471e-08	1.6189616975099e-07
Zm00001eb388590	-1.28799841206508	2.10192241784879	57.1181977844883	2.69283772648915e-08	1.61939856053616e-07
Zm00001eb159590	0.431925982053731	5.34305628665894	57.115001837033	2.69429814828835e-08	1.61988676585223e-07
Zm00001eb333520	0.350470408320267	7.26008563537199	57.0833437591835	2.70881051503663e-08	1.62822003882166e-07
Zm00001eb000620	-0.473941435781835	5.08149791270628	57.0749031967414	2.71269386076134e-08	1.63016191464183e-07
Zm00001eb051990	0.397892873978556	6.08982199126419	57.0404716198563	2.72859702930252e-08	1.63932429172072e-07
Zm00001eb249320	-1.81057300460012	1.00161563187889	57.0303998968986	2.73326777271203e-08	1.64173551283028e-07
Zm00001eb361700	0.323299517159183	8.17187449082437	57.0219023672159	2.73721514260456e-08	1.64371118505768e-07
Zm00001eb205930	-0.401152105346047	5.7200190437704	57.0100094642783	2.74275001918339e-08	1.64663898387272e-07
Zm00001eb089740	-0.744346198643148	3.57751266209175	56.9717968060477	2.76061515955661e-08	1.65696620067114e-07
Zm00001eb172040	0.388797639082621	6.50037428572296	56.9535613076902	2.76918446267454e-08	1.66171028244346e-07
Zm00001eb122420	0.389910068256029	5.82584919756575	56.9470712047691	2.77224118532609e-08	1.6631449340264e-07
Zm00001eb010460	0.365506085580799	6.17732227484279	56.8843853643182	2.80195168148681e-08	1.68056539973903e-07
Zm00001eb166630	-2.7415948225057	0.199306937324123	56.8752316925171	2.80631858200531e-08	1.68278047024208e-07
Zm00001eb328370	0.438871075273266	5.27186214131289	56.8586788695129	2.81423386930488e-08	1.68712172073666e-07
Zm00001eb394770	-0.821825253249136	3.18857677720269	56.8419376075937	2.82226357465442e-08	1.69152946429072e-07
Zm00001eb398420	0.326088319286132	7.41351526550565	56.8311007402016	2.82747439385112e-08	1.69424599295662e-07
Zm00001eb419690	0.585693608804874	4.48520381091457	56.760484630886	2.86168275815659e-08	1.71433261897243e-07
Zm00001eb052970	0.594925989205763	4.45883071795969	56.7450763491338	2.86920566098327e-08	1.71842713148818e-07
Zm00001eb313000	0.379586887473153	6.76478679281433	56.7260741971129	2.87851238706304e-08	1.72358779350034e-07
Zm00001eb248270	-0.714744657186049	3.86022133852616	56.7154401341349	2.88373475153895e-08	1.72598385555548e-07
Zm00001eb246800	0.352307859519866	6.57253987731224	56.7151118186238	2.88389614784104e-08	1.72598385555548e-07
Zm00001eb014670	-0.520002380704411	4.82071849525872	56.7135559868162	2.88466110915802e-08	1.7260280594447e-07
Zm00001eb415740	0.478709444731419	5.12280028620256	56.7046013274991	2.88906810230575e-08	1.7282509186847e-07
Zm00001eb178930	0.344967357989713	7.06440385453042	56.6991337264072	2.89176249911212e-08	1.72944847737848e-07
Zm00001eb431790	0.399314418426783	5.76595628300182	56.6932238903831	2.89467785121734e-08	1.73077757563211e-07
Zm00001eb053110	1.0428764981147	2.61946069932392	56.6815808658687	2.90043062209849e-08	1.73380217297534e-07
Zm00001eb432840	-0.435315932867559	5.39314537059352	56.6292766938607	2.92642528002371e-08	1.74892250223959e-07
Zm00001eb397510	0.30353756303803	9.42357003235871	56.5966643878939	2.9427594008859e-08	1.75826354155802e-07
Zm00001eb390580	0.338644727179498	6.87299164494386	56.5889237638769	2.94665066288671e-08	1.76016743137038e-07
Zm00001eb117140	0.356655736819379	6.42305787806787	56.5745339212676	2.95389917330722e-08	1.76407536712931e-07
Zm00001eb211010	0.314249201278006	8.76110360408038	56.5613564766609	2.96055371154751e-08	1.76762679765477e-07
Zm00001eb347660	-0.603256515630217	4.73421761334382	56.5539234623648	2.96431442006656e-08	1.7694491549035e-07
Zm00001eb381470	0.330413089519236	8.02487320267923	56.4967920093296	2.99339113576255e-08	1.78637858101959e-07
Zm00001eb341080	1.08132407246077	2.53847166858494	56.4817428905151	3.00110098786348e-08	1.79055177190374e-07
Zm00001eb370700	0.33619170956941	6.84001181801209	56.4354748152434	3.02493812029734e-08	1.80434271684801e-07
Zm00001eb079950	0.353845880238808	6.69507232539894	56.4168768123482	3.03457676741319e-08	1.80965985592513e-07
Zm00001eb240870	0.308234406536403	8.33890772085584	56.4125442345765	3.03682689752054e-08	1.81056939044105e-07
Zm00001eb023810	-0.53954979250019	4.93259996918714	56.400754705154	3.04295885157437e-08	1.81379229876062e-07
Zm00001eb035680	0.415732359686626	5.62695011172979	56.389427533173	3.04886280919286e-08	1.81687780146962e-07
Zm00001eb016660	0.72698745565989	3.62461480550745	56.3864027313501	3.05044147211981e-08	1.81738246654676e-07
Zm00001eb014780	0.465113326271655	5.1621097396601	56.3850169008251	3.05116503793015e-08	1.81738246654676e-07
Zm00001eb075980	-0.53383525273162	4.6282273833664	56.3748095432145	3.05650013662488e-08	1.82012615432061e-07
Zm00001eb146510	-0.909316275343494	3.0752263430214	56.3656374347676	3.06130265717929e-08	1.82255146276645e-07
Zm00001eb259140	0.376290583842407	6.06123486179312	56.3477604941186	3.07068625949783e-08	1.82770231961292e-07
Zm00001eb045870	-0.432787107144515	5.39734062726795	56.3433790696539	3.07299076233947e-08	1.82863817701759e-07
Zm00001eb232410	0.395686020087031	5.6601261793098	56.3326083765159	3.07866370827462e-08	1.8315345678823e-07
Zm00001eb108760	-2.00432338918674	0.731091711781478	56.3313546339439	3.07932478500011e-08	1.8315345678823e-07
Zm00001eb012330	0.387889086200622	5.93001958027258	56.3265735839865	3.08184714452924e-08	1.83259839130042e-07
Zm00001eb029990	-0.398100204955145	5.82113696370321	56.306550515054	3.09243485248053e-08	1.83845656845278e-07
Zm00001eb195220	0.492163007511204	4.82094125589641	56.2995973827567	3.09612059983907e-08	1.84020970920944e-07
Zm00001eb409750	-4.52154251185057	-0.544852570920699	56.2837800310096	3.1045226575024e-08	1.8446849271144e-07
Zm00001eb386560	0.412691560492333	5.50283352529692	56.2826435234801	3.10512730073631e-08	1.8446849271144e-07
Zm00001eb288410	-3.37556151037005	-0.415315626985457	56.2803250382765	3.10636116904164e-08	1.8449790772132e-07
Zm00001eb216070	0.327087131021122	8.16576802171446	56.2778396110176	3.10768446461934e-08	1.8453261888699e-07
Zm00001eb430810	-0.651260008440919	4.10181700806871	56.2461123809354	3.12462984592717e-08	1.85488415061483e-07
Zm00001eb064810	0.367801808044666	6.40071120460084	56.2449243827569	3.12526626858347e-08	1.85488415061483e-07
Zm00001eb255990	0.416615166710604	5.43673559112768	56.2330882840189	3.13161456899815e-08	1.85821035544616e-07
Zm00001eb254590	0.534516566751465	4.60310406640646	56.2221610492265	3.13748765354273e-08	1.86125306763016e-07
Zm00001eb174610	0.330800527003039	7.00100654964079	56.22041311449	3.13842821302183e-08	1.86136890572833e-07
Zm00001eb302400	-0.324510068041948	7.74267242137546	56.206253385347	3.1460586631087e-08	1.86545145088176e-07
Zm00001eb122160	0.348397108391104	6.6554133288924	56.2026007410519	3.14803023441004e-08	1.86617742948945e-07
Zm00001eb343930	0.341868733686054	6.80522685374519	56.1904403622083	3.15460352277871e-08	1.86963035076882e-07
Zm00001eb301250	0.502222971165606	4.9829932696494	56.1731767116129	3.16396062694759e-08	1.87473111881414e-07
Zm00001eb036370	-0.919927007220366	3.06033250370374	56.1711131174371	3.16508110570775e-08	1.87495020434182e-07
Zm00001eb299790	0.418398356774397	5.62400308378435	56.1669212555801	3.16735848710826e-08	1.87585435654562e-07
Zm00001eb398560	-0.825865308213324	3.22728209604605	56.1606695272432	3.17075822491126e-08	1.87742263317114e-07
Zm00001eb375220	1.00177228802657	2.6964411681764	56.1557981991236	3.17340999783567e-08	1.87854739739147e-07
Zm00001eb016450	-0.362750686059003	6.17085494490766	56.141347527649	3.18129038956203e-08	1.88276605401212e-07
Zm00001eb320310	0.537558306744411	4.48484914808978	56.134385372302	3.18509453924308e-08	1.88457086277176e-07
Zm00001eb154580	-0.388594404611109	6.29416189644537	56.1192744095561	3.19336799232916e-08	1.88901860749457e-07
Zm00001eb234010	-0.785395302831322	3.48974172765857	56.1076754982872	3.1997341539752e-08	1.89233626558207e-07
Zm00001eb135340	-1.0653939113026	2.75319246129411	56.0836250161897	3.21297779262023e-08	1.89971875877581e-07
Zm00001eb395050	1.30346849510796	2.06479040920957	56.0647974383007	3.22338632663204e-08	1.90542185816888e-07
Zm00001eb214960	-1.51234343842513	1.40042650181367	56.0459349840563	3.23385034015809e-08	1.91115504603522e-07
Zm00001eb044600	0.384067235063269	5.89656229981863	56.0433312774739	3.23529760900202e-08	1.91155802661049e-07
Zm00001eb062630	0.357801759148944	6.53660857745623	56.0388025538019	3.23781654933177e-08	1.91259385807855e-07
Zm00001eb404980	0.420243236671436	5.42488357244407	56.0198928370319	3.24835710590935e-08	1.9183664866419e-07
Zm00001eb196100	-0.734483291712121	3.54908319307128	56.0142518581037	3.25150857896098e-08	1.91977368225887e-07
Zm00001eb318370	0.512763668757318	4.76693464921388	55.988424049881	3.26597977730999e-08	1.9278620878827e-07
Zm00001eb140080	0.43811371827614	5.25997716772777	55.967122183116	3.2779669866813e-08	1.93448075360032e-07
Zm00001eb293320	0.422420854059116	5.43412571506163	55.9655894638453	3.27883130868347e-08	1.9345337097654e-07
Zm00001eb394670	0.338014892891517	7.21191043362185	55.9521382077182	3.28642713397152e-08	1.93855733752807e-07
Zm00001eb158050	0.395352543813294	5.74761671840775	55.9434338076031	3.29135248039091e-08	1.94100420773938e-07
Zm00001eb382790	1.94293209634968	0.714037314659509	55.9364356702888	3.2953180749096e-08	1.94288406328771e-07
Zm00001eb269650	0.33305228428969	9.1118446025016	55.9324920588661	3.29755503133351e-08	1.94374408561611e-07
Zm00001eb078590	0.466301077849975	5.19811035024667	55.9178103419046	3.30589732205188e-08	1.94820164271462e-07
Zm00001eb275300	-0.822150305559214	3.14437121769351	55.9120396979147	3.30918243828448e-08	1.94967755121856e-07
Zm00001eb350830	-0.576927868155147	4.4000985715969	55.9058854670597	3.31268977363051e-08	1.95128365793448e-07
Zm00001eb113800	0.429165232839112	5.46304840494577	55.9038777488406	3.31383484559146e-08	1.95149788419351e-07
Zm00001eb373630	0.345392370809433	7.05480643251579	55.8928204095742	3.32014882931638e-08	1.95475523366753e-07
Zm00001eb378550	0.487667222382047	4.94617341847824	55.8854085336589	3.32438838098206e-08	1.95679000271098e-07
Zm00001eb121040	-0.637270169035388	4.17345652426598	55.8786400440473	3.32826498116054e-08	1.9586102239511e-07
Zm00001eb185550	0.595158504330809	4.12080872097246	55.8598453421544	3.33905489504321e-08	1.964496961218e-07
Zm00001eb357920	-0.49239124086456	4.90906257672865	55.8512980635892	3.34397421044753e-08	1.96680270918507e-07
Zm00001eb119000	0.379499211579257	5.91170449523965	55.8503002636953	3.34454899135495e-08	1.96680270918507e-07
Zm00001eb133880	-0.435460626381588	5.53465110810177	55.8433268133777	3.34856898856778e-08	1.96870316594822e-07
Zm00001eb008030	-0.760607774000193	3.38940514357661	55.8300776036246	3.35622103830265e-08	1.97273759547208e-07
Zm00001eb216170	0.351398634284028	6.45805488384698	55.8219970909228	3.36089710579047e-08	1.97502129922629e-07
Zm00001eb406090	-0.595356019527591	4.31534333762298	55.7932194164795	3.37760702080242e-08	1.98437392012563e-07
Zm00001eb057700	0.379534289474216	6.51857800109156	55.7637013053554	3.39483929484288e-08	1.99402896022344e-07
Zm00001eb427260	-1.75738326433059	0.978716676118476	55.762160976617	3.39574109744087e-08	1.99408967572503e-07
Zm00001eb161530	0.677099235438169	3.78118016131334	55.7589003887265	3.39765089084355e-08	1.99474214853826e-07
Zm00001eb105710	0.375707793242504	5.98467939368148	55.7447060096291	3.40597823664325e-08	1.99907691912223e-07
Zm00001eb228610	0.415399127973839	5.68760111444265	55.7434860800037	3.40669494540638e-08	1.99907691912223e-07
Zm00001eb071650	-1.43226855433222	1.56887971869335	55.7422256571507	3.40743561349483e-08	1.99907691912223e-07
Zm00001eb011630	0.384805804280448	5.85740197585334	55.7341690008623	3.41217405739037e-08	2.00119400989133e-07
Zm00001eb232150	-0.468160131637607	5.10263462072374	55.7333659301286	3.41264676201288e-08	2.00119400989133e-07
Zm00001eb117080	0.368313643236011	6.29806498480639	55.7179201886321	3.42175210755727e-08	2.00606241517002e-07
Zm00001eb333980	-0.425988056221177	5.57529877867366	55.6993363475494	3.43274185668162e-08	2.01203304085012e-07
Zm00001eb248360	-1.47678961620829	1.77170614998376	55.6837043960493	3.44201522981221e-08	2.01699508128953e-07
Zm00001eb013120	-0.427517381792281	5.32958705554632	55.670364004855	3.44995038246487e-08	2.02117079057143e-07
Zm00001eb178140	0.303198440759556	8.26781432327958	55.6590635185523	3.45668747408642e-08	2.02464281579053e-07
Zm00001eb053010	0.457668973181769	5.09667160788122	55.6511924409695	3.46138834978217e-08	2.02692084491934e-07
Zm00001eb321420	-0.615521618700363	4.06793058235888	55.6167368165035	3.48204710747877e-08	2.03854023697333e-07
Zm00001eb220800	0.769043812509123	3.31582344407015	55.6128519849618	3.48438462377639e-08	2.03943065335869e-07
Zm00001eb385910	0.653775342602583	3.82722155689498	55.604742219609	3.4892697115029e-08	2.04181141154604e-07
Zm00001eb329570	-0.680727162721267	3.70346229299973	55.5967754465458	3.49407580327437e-08	2.04414483923114e-07
Zm00001eb373600	-1.52853754454479	1.83303343279864	55.5788748311422	3.50490052034265e-08	2.04999743549316e-07
Zm00001eb419590	-0.454818886874572	5.46402934400963	55.5468236655972	3.52437201833638e-08	2.06090356258373e-07
Zm00001eb418020	-0.501289277785453	4.85549785655457	55.5300472811783	3.53461002300444e-08	2.06640649167921e-07
Zm00001eb400550	0.703049787643606	3.74740426842798	55.5031169920322	3.5511111994948e-08	2.07556756862585e-07
Zm00001eb122880	0.362964851904928	6.17257716254254	55.4933830442698	3.55709581765699e-08	2.0785790371077e-07
Zm00001eb232530	0.366513197035438	6.03116306704553	55.4884603104194	3.56012651841572e-08	2.07939713670362e-07
Zm00001eb160190	-1.16285176769105	2.86735192242888	55.4884042897891	3.56016102364152e-08	2.07939713670362e-07
Zm00001eb172410	0.317468689158118	7.57068864691999	55.474702824026	3.5686110343563e-08	2.08384523224336e-07
Zm00001eb410230	0.412076917435598	5.518886070841	55.4676934949587	3.57294214729071e-08	2.08588663227175e-07
Zm00001eb256650	-0.903156024709399	2.91634760740324	55.419304886819	3.60299572281204e-08	2.10294036403905e-07
Zm00001eb327870	0.374107940117873	6.39047307489963	55.3993222212884	3.61548555194617e-08	2.10973718831438e-07
Zm00001eb048290	0.399205950098883	5.69228739759165	55.372477351624	3.6323374821361e-08	2.11907565093083e-07
Zm00001eb202860	0.350512234826353	6.85534140282901	55.3679010308833	3.63521865633562e-08	2.12026123171373e-07
Zm00001eb106640	0.397094328446856	5.61128075156204	55.3547155113689	3.64353372226079e-08	2.12461486606265e-07
Zm00001eb067740	-0.771158876862656	3.58707835285674	55.3110869365367	3.67119225319396e-08	2.14024338290194e-07
Zm00001eb387720	-1.79269321855361	1.1729663663921	55.3090269059182	3.6725037626288e-08	2.14050831905845e-07
Zm00001eb213430	-0.615417404710909	4.25651197316355	55.3000036827197	3.67825426978276e-08	2.14335978506357e-07
Zm00001eb372150	0.475939472245445	5.02453684137359	55.2941435810081	3.68199407870143e-08	2.14503853780192e-07
Zm00001eb269010	0.604733872437076	4.06457353961618	55.2924922649442	3.68304865303448e-08	2.1451525212112e-07
Zm00001eb376670	0.302930604532773	8.19943974166772	55.2892794050317	3.68510139730074e-08	2.14584768938182e-07
Zm00001eb001670	0.35853140896651	6.16156832363328	55.2362626262968	3.71915202661249e-08	2.16517067283559e-07
Zm00001eb274740	-1.1603391615234	2.68846159565802	55.2313076109801	3.72235160600118e-08	2.1665283467695e-07
Zm00001eb002170	0.515420948053523	5.06539220208612	55.2167044077827	3.73179841403873e-08	2.17152062885874e-07
Zm00001eb342190	0.502730418303744	4.78251102619586	55.1839223612308	3.75309870006376e-08	2.18340647645219e-07
Zm00001eb012030	-1.32728413025418	1.75845527482753	55.1713292037774	3.761315725914e-08	2.18767722996512e-07
Zm00001eb424930	0.388239971125425	5.74353701500997	55.1332242449218	3.78629668226344e-08	2.201694054471e-07
Zm00001eb106740	0.404289142895004	5.9861618875429	55.1318270334892	3.78721603858883e-08	2.20171602802039e-07
Zm00001eb041910	1.40456724224144	1.6718329703834	55.12910026477	3.78901092346385e-08	2.20184986281703e-07
Zm00001eb417790	0.478577269722071	5.16379162809682	55.1273336837115	3.79017425455925e-08	2.20184986281703e-07
Zm00001eb094580	-0.560615378210023	4.46322840888191	55.1264790616607	3.79073717850886e-08	2.20184986281703e-07
Zm00001eb040630	-1.01917058042211	2.61688054495401	55.1261214812071	3.79097273678208e-08	2.20184986281703e-07
Zm00001eb143460	0.323473655489893	7.47612320766642	55.1228257598585	3.79314455083291e-08	2.20259905038484e-07
Zm00001eb003840	0.390614434884089	5.9348769129124	55.0774746556384	3.82316564531064e-08	2.21951562044708e-07
Zm00001eb322450	-0.427883082629847	5.36229867845461	55.0733981046401	3.8258766324117e-08	2.22057329524709e-07
Zm00001eb036790	0.379293088583179	5.97437225628697	55.0479974036617	3.84281502136391e-08	2.22988627227146e-07
Zm00001eb102470	-0.472474689183458	5.00893606161635	55.0329660837543	3.8528764062624e-08	2.23520530189091e-07
Zm00001eb331330	-1.24864522560972	1.9150877332971	55.0315262688277	3.85384164146883e-08	2.23524605192021e-07
Zm00001eb265340	-0.880809934132833	3.0938111031532	55.0281709357731	3.85609202230897e-08	2.23603200039857e-07
Zm00001eb237680	-0.324067517932526	7.16213479217912	55.0166131159893	3.86385448372204e-08	2.24001313210209e-07
Zm00001eb081380	-0.586062068352852	4.247264468283	55.0148037396309	3.865071210198e-08	2.24019850254572e-07
Zm00001eb228530	0.340389551601757	7.36589971125082	55.0073501703789	3.87008773556065e-08	2.24258564258996e-07
Zm00001eb032220	1.23183209313983	2.0268857398065	54.9486192292559	3.90986046566492e-08	2.26510705474325e-07
Zm00001eb015050	-0.800124866548529	3.55445732226544	54.9413627300796	3.91480486884562e-08	2.26744553801993e-07
Zm00001eb391270	0.347772297073667	6.71806032099355	54.9324960685074	3.9208554843608e-08	2.2703832650179e-07
Zm00001eb298980	-0.494497248540114	4.86531062206654	54.9312669032615	3.92169505717206e-08	2.2703832650179e-07
Zm00001eb257650	0.447530962989726	5.12444255509831	54.9138840674845	3.93358890779946e-08	2.27674120445635e-07
Zm00001eb144760	0.296235879179776	9.61647509607684	54.9039861878597	3.94037857633664e-08	2.2801426075998e-07
Zm00001eb303780	-0.684764728974413	3.77689590267269	54.8768857365647	3.95903300018541e-08	2.29040651331088e-07
Zm00001eb046210	-0.345478921480307	6.71833635983942	54.8602346944977	3.97054150396694e-08	2.29653251647926e-07
Zm00001eb065770	0.368984300494839	6.24277109687878	54.8544713674938	3.97453321199524e-08	2.29830902916372e-07
Zm00001eb062210	0.47769381710049	4.94099776648685	54.8384305792079	3.98566577031586e-08	2.30421302346385e-07
Zm00001eb253580	1.47299444134983	1.45711311308242	54.8315913354063	3.99042245716235e-08	2.3064290874249e-07
Zm00001eb424970	0.456588461773759	5.08500942016787	54.8083592589961	4.00662577105475e-08	2.31525864488876e-07
Zm00001eb367930	1.24468478217418	1.96110551396859	54.7931288378085	4.01728650291392e-08	2.3208820358611e-07
Zm00001eb172560	-1.27702078779495	1.87933188701811	54.7897531100349	4.0196534955655e-08	2.32127825713404e-07
Zm00001eb416170	-1.3342413085473	1.70348760387014	54.7894997367384	4.01983121605794e-08	2.32127825713404e-07
Zm00001eb122550	-0.998248969617912	2.59190221841943	54.7796698568696	4.02673256350603e-08	2.32472597719748e-07
Zm00001eb369700	-0.974771865784799	2.78426923745469	54.7478307852498	4.04917329198281e-08	2.33714127495426e-07
Zm00001eb149660	0.507415476179306	4.73475899672599	54.7427364540468	4.05277626983247e-08	2.33868039138323e-07
Zm00001eb384260	-0.505165968091317	4.78698745890481	54.7343376062906	4.05872386921453e-08	2.3413056348e-07
Zm00001eb285570	0.471501548163373	5.45686115420221	54.7336650220425	4.05920056003363e-08	2.3413056348e-07
Zm00001eb223630	0.37386796763233	6.18034685987177	54.7278770408733	4.06330524119341e-08	2.34271723726521e-07
Zm00001eb082570	0.403479067159314	5.59021387796805	54.7275688130173	4.06352395268585e-08	2.34271723726521e-07
Zm00001eb120880	0.444108550360275	5.18178465307896	54.7251025835658	4.06527438696875e-08	2.34318550229736e-07
Zm00001eb248780	0.378960178986865	6.24188254322513	54.7166006035372	4.07131495313986e-08	2.34595884206163e-07
Zm00001eb183270	0.477551783159664	5.02566497987684	54.71568704696	4.0719645967316e-08	2.34595884206163e-07
Zm00001eb250030	-0.860556160176956	3.01096259232485	54.7126775306228	4.07410549322866e-08	2.34665093850059e-07
